ID,simSEED,sampleSEED,rms,noiseSIGMA,bendfreq,lowalpha,highalpha,sharpness,NightsperWINDOW,NumofWINDOW,OBSperiod,WINDOWwidth,dataLOSSfrac
1041.0,30218.0,23943.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1042.0,28716.0,81044.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1043.0,28716.0,81044.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1044.0,55411.0,50861.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1045.0,55411.0,50861.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1046.0,38610.0,92019.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1047.0,38610.0,92019.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1048.0,7074.0,9177.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1049.0,7074.0,9177.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1050.0,88655.0,60360.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1051.0,88655.0,60360.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1052.0,34745.0,49139.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1053.0,34745.0,49139.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1054.0,30029.0,43019.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1055.0,30029.0,43019.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1056.0,21038.0,85745.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1057.0,21038.0,85745.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1058.0,26945.0,52433.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1059.0,26945.0,52433.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1060.0,29962.0,45285.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1061.0,29962.0,45285.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1062.0,30090.0,5818.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1063.0,30090.0,5818.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1064.0,44650.0,96694.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1065.0,44650.0,96694.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1066.0,80770.0,10708.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1067.0,80770.0,10708.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1068.0,95833.0,85462.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1069.0,95833.0,85462.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1070.0,82906.0,5792.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1071.0,82906.0,5792.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1072.0,87236.0,14208.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1073.0,87236.0,14208.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1074.0,20882.0,67054.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1075.0,20882.0,67054.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1076.0,42562.0,78152.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1077.0,42562.0,78152.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1078.0,86533.0,71556.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1079.0,86533.0,71556.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1080.0,40666.0,14527.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1081.0,40666.0,14527.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1082.0,66788.0,38068.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1083.0,66788.0,38068.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1084.0,59421.0,81375.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1085.0,59421.0,81375.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1086.0,14268.0,18229.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1087.0,14268.0,18229.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1088.0,90193.0,4233.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1089.0,90193.0,4233.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1090.0,7921.0,8350.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1091.0,7921.0,8350.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1092.0,23100.0,88193.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1093.0,23100.0,88193.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1094.0,88636.0,87006.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1095.0,88636.0,87006.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1096.0,64815.0,56282.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1097.0,64815.0,56282.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1098.0,20465.0,11674.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1099.0,20465.0,11674.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1100.0,31261.0,72321.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1101.0,31261.0,72321.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1102.0,44567.0,68777.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1103.0,44567.0,68777.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1104.0,84645.0,91565.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1105.0,84645.0,91565.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1106.0,61386.0,64143.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1107.0,61386.0,64143.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1108.0,39134.0,40099.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1109.0,39134.0,40099.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1110.0,29582.0,64955.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1111.0,29582.0,64955.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1112.0,74518.0,34976.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1113.0,74518.0,34976.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1114.0,92394.0,15970.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1115.0,92394.0,15970.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1116.0,61000.0,1467.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1117.0,61000.0,1467.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1118.0,10096.0,29113.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1119.0,10096.0,29113.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1120.0,89798.0,9984.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1121.0,89798.0,9984.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1122.0,78135.0,29831.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1123.0,78135.0,29831.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1124.0,94790.0,70463.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1125.0,94790.0,70463.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1126.0,32861.0,67907.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1127.0,32861.0,67907.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1128.0,67782.0,87109.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1129.0,67782.0,87109.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1130.0,4654.0,3342.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1131.0,4654.0,3342.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1132.0,93838.0,36263.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1133.0,93838.0,36263.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1134.0,84161.0,30463.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1135.0,84161.0,30463.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1136.0,76288.0,63013.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1137.0,76288.0,63013.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1138.0,47850.0,93298.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1139.0,47850.0,93298.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1140.0,46458.0,82845.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1141.0,46458.0,82845.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1142.0,75310.0,50755.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1143.0,75310.0,50755.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1144.0,3535.0,81900.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1145.0,3535.0,81900.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1146.0,49505.0,1000.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1147.0,49505.0,1000.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1148.0,74487.0,18326.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1149.0,74487.0,18326.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1150.0,91050.0,59692.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1151.0,91050.0,59692.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1152.0,69412.0,29276.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1153.0,69412.0,29276.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1154.0,77781.0,64172.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1155.0,77781.0,64172.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1156.0,81706.0,16474.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1157.0,81706.0,16474.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1158.0,38153.0,50624.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1159.0,38153.0,50624.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1160.0,60818.0,24058.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1161.0,60818.0,24058.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1162.0,26448.0,30706.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1163.0,26448.0,30706.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1164.0,20149.0,41145.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1165.0,20149.0,41145.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1166.0,24262.0,6238.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1167.0,24262.0,6238.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1168.0,36062.0,24199.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1169.0,36062.0,24199.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1170.0,73884.0,50320.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1171.0,73884.0,50320.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1172.0,93835.0,60932.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1173.0,93835.0,60932.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1174.0,68239.0,44240.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1175.0,68239.0,44240.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1176.0,16659.0,20282.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1177.0,16659.0,20282.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1178.0,47720.0,931.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1179.0,47720.0,931.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1180.0,66025.0,85729.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1181.0,66025.0,85729.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1182.0,71776.0,16781.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1183.0,71776.0,16781.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1184.0,52515.0,41457.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1185.0,52515.0,41457.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1186.0,48725.0,13490.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1187.0,48725.0,13490.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1188.0,19360.0,75176.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1189.0,19360.0,75176.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1190.0,2969.0,86011.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1191.0,2969.0,86011.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1192.0,68971.0,14764.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1193.0,68971.0,14764.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1194.0,13982.0,59556.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1195.0,13982.0,59556.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1196.0,2672.0,46398.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1197.0,2672.0,46398.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1198.0,27052.0,68080.0,0.15,0.015,0.0027397260273972603,0.0,-2.0,10.0,20,8,6,60,0.2
1199.0,27052.0,68080.0,0.15,0.015,0.0027397260273972603,-1.0,-2.0,10.0,20,8,6,60,0.2
1200.0,21985.0,31663.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1201.0,21985.0,31663.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1202.0,42740.0,40441.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1203.0,42740.0,40441.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1204.0,24886.0,53940.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1205.0,24886.0,53940.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1206.0,65866.0,62373.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1207.0,65866.0,62373.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1208.0,73927.0,23858.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1209.0,73927.0,23858.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1210.0,9418.0,11645.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1211.0,9418.0,11645.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1212.0,61651.0,24509.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1213.0,61651.0,24509.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1214.0,8939.0,67036.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1215.0,8939.0,67036.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1216.0,50946.0,76304.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1217.0,50946.0,76304.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1218.0,34181.0,3731.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1219.0,34181.0,3731.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1220.0,18147.0,54499.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1221.0,18147.0,54499.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1222.0,18532.0,63045.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1223.0,18532.0,63045.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1224.0,73689.0,68375.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1225.0,73689.0,68375.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1226.0,13141.0,48641.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1227.0,13141.0,48641.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1228.0,11462.0,879.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1229.0,11462.0,879.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1230.0,6761.0,21068.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1231.0,6761.0,21068.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
1232.0,75925.0,45889.0,0.15,0.015,0.0027397260273972603,0.0,-2.4,10.0,20,8,6,60,0.2
1233.0,75925.0,45889.0,0.15,0.015,0.0027397260273972603,-1.0,-2.4,10.0,20,8,6,60,0.2
