ID,simSEED,sampleSEED,rms,noiseSIGMA,bendfreq,lowalpha,highalpha,sharpness,NightsperWINDOW,NumofWINDOW,OBSperiod,WINDOWwidth,dataLOSSfrac,DRW_log_Z_mean,DRWsine_log_Z_mean,CARMA21_log_Z_mean,DRW_bf,DRWsine_bf,CARMA21sine_log_Z_mean,OBPL10_log_Z_mean,OBPLsine10_log_Z_mean,OBPL10_bf,OBPLsine10_bf
1170.0,21882.0,65612.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,255.97353485408922,250.7963595847696,256.05769854372244,0.43266018464457656,0.4021065728439028,253.61307265455474,257.7309882346081,253.68481153236962,0.6346696438770891,1.4732942702227685
1171.0,46207.0,9165.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,263.7626134987572,259.65876434944704,265.4497863849181,0.4091324096485414,0.39979449764771047,261.58702736335715,266.80600665664554,262.8338039530154,1.0718338550698034,1.9884929820539379
1172.0,5843.0,10497.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,268.8783982618662,264.1542852919924,270.1624648905936,0.5253160185713086,0.4999194906406948,266.18640743299477,270.69858336035225,267.5369705700637,0.7448185275329884,3.568780491898165
1173.0,61502.0,14555.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,240.5489989143254,236.58334362809438,239.8210342519577,0.8683872519221255,0.8238337260875618,238.90863198221936,239.46712205726072,235.5908903416773,0.6180707533637414,0.7403057929114659
1174.0,7412.0,57809.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,258.70183680570733,254.36528253238774,263.37536604583016,0.5311073837987061,0.49662145253172124,260.46849876196893,264.2254831816506,260.8956923508537,1.1877939324374054,1.0615674897712553
1175.0,27657.0,3509.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,255.85432742430947,251.32041464320244,257.3961940509369,0.6121266043731455,0.5251008852515758,252.41357888088396,259.6442345777841,254.53059653016547,1.394225044622872,1.6334859425858388
1176.0,93117.0,82593.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,253.13901730484105,248.2656501916274,256.6428809497167,0.4676661999222408,0.41804965846522585,251.5653331175731,256.9481696998056,251.71726352577127,1.5299307780080744,2.026319401740996
1177.0,92993.0,46820.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,242.25315991232193,238.0976776371572,244.2323435472876,0.6853127193766881,0.608899302232704,240.61541688050082,244.17634895260431,239.7766673364747,2.380453731593906,1.1278353508578824
1178.0,81485.0,99907.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,233.1863157026954,228.79602485728918,237.67564132812655,0.7024421405507649,0.6640902355519558,231.4627384613337,238.09141573911702,232.33448904455977,1.4323013868219028,2.995419610487719
1179.0,94881.0,71280.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,250.3257036104921,245.86882758968378,255.31870620205044,0.5400705202049432,0.47089635864880935,251.17383175768524,254.18879385461267,250.35296630907268,1.618220661634174,3.9084928727106445
1180.0,19419.0,90741.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,256.198701189441,251.14033017611882,258.4592233064947,0.6071771138948252,0.5482702658350447,254.13029483180057,263.7670670100594,259.2012617337897,3.5218170740594887,3.6185432817670953
1181.0,66312.0,18037.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,257.9713736679217,253.88450600867463,258.9431104947688,0.5792816691987954,0.5392371756356917,256.19665728290215,260.2988827389099,257.08315009042406,1.995036679123025,5.175705455146076
1182.0,93066.0,56410.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,272.1915922505884,267.2555618069925,273.53680925062497,0.5021472920130763,0.4696152961947106,269.6798927755711,274.71001422929805,270.48559632468977,1.1773891224483481,1.3389141954200727
1183.0,86566.0,47469.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,272.83181913917093,267.9661856011293,274.7709733372299,0.3986747075384656,0.3814407575590365,270.7006117485125,276.49037924530955,272.7167230174844,2.065301551716988,1.955361719078623
1184.0,6399.0,70309.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,260.9804597927309,256.9449356393395,261.98926448194226,0.5544834389605159,0.512673141729722,259.4236255696788,264.51546322102973,261.690792807695,1.3089846123498043,0.9413620819852098
1185.0,21079.0,39854.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,242.5710035280939,238.28501471553932,244.11557355491124,0.7139780444371693,0.6166005224723204,240.023186914362,245.9776569636091,241.53227132157326,2.6612267661980673,2.884773293458003
1186.0,84020.0,5517.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,256.78699372391634,252.4768559333942,260.6398727586761,0.5176318525251001,0.47003210185161337,256.2449255096738,262.83371700934777,258.34983832874144,1.894509455688387,2.2053378904703815
1187.0,62053.0,70083.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,252.87477277186198,248.9251146969733,254.1551495942528,0.4040977341370028,0.3865374473250874,250.1579182882104,255.60904408663788,252.66119468484106,1.1367258335222234,1.279444869968753
1188.0,65145.0,74554.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,273.5366383388606,268.5430588302711,276.4359639675241,0.4546890992997346,0.39394035953082707,272.2842956207551,280.19317665684054,274.822862015094,2.3520067552824675,2.3704061485366603
1189.0,48118.0,32374.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,271.2336575342413,265.9849086283068,275.80292180880997,0.33329639262959504,0.34224792893368905,269.71147357848065,277.8228022598327,271.92221111818475,1.5225366353301342,1.7667811708598313
1190.0,48200.0,3975.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,281.8958216204165,277.86013044306304,283.42363321622264,0.36802135433482347,0.36310817786253624,279.66737282301864,282.94302231921057,279.4903364230832,0.6003727536512007,0.9216355146073028
1191.0,28857.0,25751.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,257.1539832763862,252.2376782656012,263.4554446440119,0.5087528899269771,0.45811206223451895,256.17675823364107,267.3006642685533,260.5026177992605,6.340051006090825,6.1901757619648
1192.0,97324.0,71405.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,254.37187210605973,250.12518432656182,256.91181114646946,0.5824987193886985,0.5075259561525262,253.4762160080331,257.53459662329215,253.10290303093726,1.2381909425196826,1.6204786178061814
1193.0,26583.0,97769.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194.0,99714.0,82533.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,243.83228543083527,240.7268335531296,247.91298842931147,0.6964135878657619,0.5287153559606537,244.6582814194228,250.83082725285635,246.55272750447287,1.451433247438384,1.560697827305209
1195.0,98451.0,96926.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,272.5897336203599,267.39316179801415,275.68418057231804,0.34623507245351753,0.3698317293473526,272.13311679223773,278.47639360013693,274.044496069652,2.7169805166736167,4.586143997166281
1196.0,78895.0,14885.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,268.27727173116733,263.7655824668601,269.6851956795788,0.3714265578471149,0.37539088105856844,264.70913749037345,271.28131157054406,266.54963079567744,2.2536463063736845,2.9713917815889945
1197.0,29297.0,84053.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,262.29848474846904,257.26753317688724,265.40787415956265,0.5658333828171345,0.5381735437429016,260.1050608012708,269.70285610611853,264.55242933139505,5.117823551948975,5.395448329705982
1198.0,42328.0,23455.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,261.4113461129547,256.85860166440324,261.78419203510794,0.5598691072190848,0.48821372441669286,258.9563319600929,261.9170775054988,258.1852468180681,0.9219512509225433,3.387705090644154
1199.0,76160.0,76621.0,0.15,0.015,0.0027397260273972,-1.0,-2.2222222222222223,10.0,20,8,6,60,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200.0,85077.0,21789.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,287.10865984310027,282.0470419709932,290.8480827448666,0.40310826123151017,0.3747490396662524,285.58720160971336,291.2807477510506,285.7602717018282,2.836136722812678,2.2840533974698762
1201.0,56812.0,96275.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,268.03693962435864,267.1233024079459,274.5920607254435,0.5351260077552035,0.40112923643591786,272.405437333797,276.0545862422058,271.83805209046244,1.534516002679178,1.4181239892485367
1202.0,3151.0,18152.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,271.790908408483,267.25104141149,273.43072004123746,0.4047328704189071,0.3723584751275932,269.17834646997403,274.9540689070089,269.9267021408641,1.673900949086798,2.481004738496214
1203.0,66037.0,92149.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,266.9397076131307,263.1827357753448,268.6734613427264,0.4544787613202173,0.44074200819242126,265.8341205589812,270.16630545771943,267.3982347031289,0.8727071445308294,2.2319605740232196
1204.0,88231.0,48429.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,265.44057972847503,262.3515495037743,267.3839776341753,0.43563385691750905,0.38934100121210097,265.1353279630517,266.5881290789444,264.3584208988172,0.5825396097990009,0.7381938517516718
1205.0,65025.0,9827.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,275.1779174050892,271.3869178430275,279.3780326024043,0.38337363704217,0.3538054412326201,275.34887715291643,282.05585041927134,277.48354086383335,1.823591879032322,1.7784009899569644
1206.0,10606.0,34022.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,282.1103620269908,277.0285796166584,288.1812587418183,0.34726284840642235,0.3321179445381484,284.35773444471914,289.3804654262805,284.68671175891984,0.9748524427518297,1.316329234934595
1207.0,32955.0,71061.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,263.44892063134324,259.36499778764,266.04317160218733,0.4420306600124035,0.38167643402222456,265.23675593907046,267.04876869634626,263.50790503965646,2.5223885052717803,2.5774515738161554
1208.0,86960.0,5443.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,275.11336665282977,270.2933736931136,275.2974725354289,0.3588364759114638,0.3686657666145677,272.2860550851858,276.9832086866242,273.47394527477724,0.6957422532903034,1.1838704815304466
1209.0,14111.0,18776.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,260.9215669293861,256.2954629321555,262.89981601008316,0.5912770306327466,0.5369809796368273,258.32435146132167,263.2601863807698,258.11555613345996,2.3254069636326093,1.8791430369357025
1210.0,4691.0,36527.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,264.4381319286462,259.7920755783701,265.23971886316235,0.4764784711939857,0.4542286210538694,261.6735575650685,269.16497723285585,266.3475686844639,2.9881748167194746,4.543649404321709
1211.0,75587.0,703.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,272.6379485260281,267.5259161509503,277.59073782260026,0.40290189419533295,0.38137193976659056,272.0419072325086,278.5419697498346,273.2586088398051,2.4476521216292153,2.314868735845783
1212.0,39050.0,33723.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,270.7236311053906,273.01353301683025,280.77375406168386,0.3945738113862523,0.3391414710920617,278.81175782496456,282.05622917419436,279.4631890522794,0.9189808879403161,0.8158832577860982
1213.0,97732.0,91435.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,280.4297839684386,275.2615729199391,281.7280496042191,0.3947529651916792,0.3734735010089148,277.9506747619373,283.6248771529066,279.27414921922315,1.1468150550888558,1.4725474385668358
1214.0,22237.0,35877.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,264.1571192629076,258.9273155713645,268.7811820189309,0.4426351907744307,0.4098379872838131,264.2072713044881,270.71083772831633,265.07819493400825,2.742757816615249,3.161564341638278
1215.0,30321.0,52576.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,261.63383101101516,257.125787613056,264.94790337997625,0.3947281497901433,0.36466994029322264,260.2514531818521,266.8591605868573,262.0834102108434,1.473503919708727,1.6096812294460996
1216.0,49220.0,36685.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,281.7294638019453,277.0362972627553,284.4147273435594,0.3474446954468583,0.35587921232517283,280.4894850462293,285.74956763349644,282.085268485451,1.4269298191453081,2.6433326408740134
1217.0,87544.0,1612.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,265.5109282587849,261.3032065312246,269.9681932808766,0.4861366925465432,0.41911345471122396,266.60925909481864,272.19630904710743,268.42253167434706,1.4108031317041516,1.6970718078685185
1218.0,41448.0,73626.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,279.18763073467636,274.3663416331199,282.58226794774885,0.34906552618648057,0.3376923021865503,278.8962803440224,283.6094779465121,280.1324420926741,0.6640779491868278,1.0983392756819794
1219.0,12605.0,62112.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,265.41010519797686,260.7797296769127,266.982760116477,0.6216973282348673,0.5598366263857831,261.99508539943264,266.6394642589001,261.9119549792403,1.188423267730465,1.4362678008605625
1220.0,19943.0,42829.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,275.36490713030486,273.87183665404496,280.044731716077,0.47408266047348313,0.3727469766297388,277.0342060485083,281.10410418954206,277.11187875067907,1.5859263327076307,1.3934848665879376
1221.0,59955.0,38265.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,282.7943478642922,278.4047924445237,286.80060800147504,0.3702968941417743,0.34970649528131265,282.7655170244015,288.4851059120494,284.619589793832,0.9426549364662041,1.117009767238786
1222.0,47761.0,57303.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,252.43166667988444,248.63762663818414,252.663861286136,0.6212910903474813,0.5286439710975285,249.5034058296942,253.90396469617988,250.07352014312525,0.6456137144047802,0.7835481679800853
1223.0,52706.0,99754.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,270.7438790119867,265.62597606997167,271.3311254960736,0.4311092778145797,0.4118631214452696,267.01319815919663,272.29073540218656,269.21743799169104,2.4389563807943073,3.0503545253425597
1224.0,10244.0,82756.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,271.3612671643201,267.1632612209494,275.2927047176492,0.4246522690159443,0.40020547347357255,270.86504001193623,276.47663971915955,271.610983395014,1.9264476690182661,1.9628396472965515
1225.0,20810.0,46137.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,268.10978302256586,264.52918578064975,274.46160897898477,0.4154196045742362,0.3563980294199194,270.66386394710867,276.2499788718742,272.3432783666009,1.9689241176635615,1.8219388864850732
1226.0,86874.0,49278.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,283.6632822254007,279.0629853624864,286.2335754539537,0.37666517756516305,0.3802794720498844,281.92692487993025,289.65687079437487,285.86001211325953,1.7052762907806958,2.1605245753161735
1227.0,93597.0,56742.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,261.0699454091666,256.47291511304576,264.25809698668115,0.3642750771688324,0.36064558056515134,260.4878999346692,264.72169926220505,259.90942528454406,1.9132729151340926,2.1032439893587456
1228.0,10656.0,69863.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229.0,49504.0,74601.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,251.82533883183584,248.0521567118388,253.7400162647786,0.5442093311731983,0.44411357173288496,251.73606665366415,256.0932738458851,251.8918784293032,1.736430275978431,1.7819882824379645
1230.0,97629.0,55151.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,270.0088039332072,265.0904923562466,273.7980523520284,0.39236306383411557,0.3672782556895426,268.7717006165368,275.71832296828796,271.0778369138216,4.801321071525512,5.314014763690201
1231.0,88018.0,13539.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,277.75635273848656,273.60151943525307,280.6710652614051,0.3737597147240906,0.36632564377222854,276.78189794650757,282.7587437793039,278.5078087157449,1.9900932771002455,2.0089189722326974
1232.0,3585.0,57230.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233.0,31964.0,89569.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,255.93416310614913,251.67193191712022,256.2095443398372,0.5042277235087008,0.47372412618062554,253.65732441478244,257.89935817217145,254.64519226603207,0.915441148228695,3.2670143980256974
1234.0,11424.0,39463.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,284.27598384719477,278.8966915053964,288.6941748917435,0.3285196554624844,0.3341467460845802,282.89528424809424,290.9135445553552,285.06139963328195,2.075368305681718,1.9590936767710836
1235.0,82653.0,46459.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,275.81623335798406,270.69562038050356,278.35387936645475,0.3688447091596624,0.3575626809502515,273.39488384542534,280.29877256455836,275.21628991858745,1.461520068323325,3.037033051648117
1236.0,86651.0,95344.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,277.7930706832073,272.91562966654317,278.54869805887415,0.3788329821197829,0.3789440974807175,273.6477245033495,279.9191971808989,274.73176057033936,0.8282069774728269,0.9402277405400472
1237.0,73047.0,22332.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,279.22967964607767,275.0944671309287,284.3682722807957,0.35388527788798013,0.3322409116443168,281.3016847360779,286.2403533052173,282.5034978923963,1.2578680813171814,1.3009652427432727
1238.0,18598.0,55402.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,273.4006735342145,269.89845182115886,275.3444721990316,0.44123003924770815,0.3936498995108926,272.7223488899531,276.63501958965446,272.9799426673218,0.7843516975761535,1.0984755737142744
1239.0,98909.0,82486.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,270.6039741550129,266.89254521990455,271.8798747731741,0.40382537522096007,0.3856329366310549,268.3904666755191,271.7913223750559,269.2982512750292,1.0550446473439905,1.678819335652756
1240.0,84934.0,5181.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,258.904076378225,254.6162908755318,261.6331105743001,0.5620998926895157,0.474985119270671,257.3934421622287,263.5315852629232,259.08391145146607,2.860136136004168,2.9732959954924087
1241.0,43170.0,53171.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,271.6263973474801,266.61579028029956,274.18684240286393,0.37151905063834845,0.3629473255246605,270.1689405072022,274.6234009172197,270.74982330383995,1.191116438509707,1.636798869904791
1242.0,4315.0,17102.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,260.8334637132622,258.33931078059106,262.91248472598625,0.5389018211072439,0.39849074253291666,259.4788628689841,262.88180026337557,259.3119277672851,1.1733049862428435,1.3499088916632167
1243.0,32859.0,21441.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,283.3528748640063,279.5035240992274,287.5677609032665,0.4431893483281847,0.4058566782061372,283.9846597076238,289.24375787739336,285.24807107849307,1.6275912644727921,1.9672923431936218
1244.0,90733.0,83148.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,262.43243490895446,258.54518060544183,263.2677227741297,0.571747129506772,0.5209792856681708,261.5074503652813,262.6215854536776,260.71292427026424,0.8581980215859024,1.6952971368215035
1245.0,49734.0,53260.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246.0,68271.0,4670.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,252.73105244492604,249.79006317108107,252.59080476730756,0.5698875674033363,0.538113659651905,251.6355035632259,251.66035093363482,250.0401428140557,0.5041120172594225,0.8254285140455321
1247.0,34810.0,76269.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,253.7429038858514,249.29097740863682,257.4807949822493,0.7482979253873661,0.6056661244187967,254.38461452763886,260.52550373909077,255.1291997542049,2.8819347028753626,2.7401592704170232
1248.0,77909.0,79412.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,259.6845939691937,255.0319594878104,261.877752053324,0.4606714862723247,0.38952475451781043,257.4984635048468,265.6701376375444,261.3869171041317,1.790128574832958,1.3853889090242424
1249.0,11513.0,61484.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,255.6775784506755,251.44350102932964,257.6486754920512,0.5607408108292837,0.44194833536939515,255.04384986922628,260.71401063355245,257.0945127423499,4.594676148777547,3.631771937472441
1250.0,61570.0,96849.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251.0,87324.0,29771.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,265.5983543826611,260.34802366096847,266.94356874339763,0.43405672210750024,0.39516442678518365,262.9067108143432,270.62538686369624,265.66751582889106,2.4524634528743237,2.5024761496279684
1252.0,9786.0,35153.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,269.3934183249896,264.5524421927456,274.2208020765675,0.3493315711748479,0.34889431902673596,268.774152355633,275.3807481917195,269.67965828977856,1.687774001583946,1.751939051786228
1253.0,65697.0,35516.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,275.06928990438547,270.97521856496155,281.61800101262065,0.3332948790566604,0.3240667283315454,277.31859871420613,283.4982612784372,279.2891050881079,0.8811656226902288,0.914238297521413
1254.0,5782.0,14076.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,273.7694709126852,269.0792777417962,278.33090631739844,0.33789894320918956,0.3333261953368224,273.23554211917855,279.76769059456825,274.50706040717137,1.155593822305365,2.1020090067214454
1255.0,9081.0,67444.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,270.4248919164156,265.903808246223,271.75099207717795,0.36508742197742994,0.36248738206789405,267.7490090110688,273.5298819727309,269.5195899516338,1.7748088350433364,3.0977924064595186
1256.0,87090.0,67171.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,287.23719602307074,282.1946927077061,291.7594215118591,0.33600166287317196,0.339790104891949,286.91741353485656,293.5692829493267,288.7142859265814,1.558233465791045,1.7361156110644658
1257.0,21928.0,21307.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,281.2631215608965,277.68693210396384,286.205380216265,0.38285326356005456,0.3673751644131529,282.924483660537,287.1664152558916,284.1815175606841,0.651752032169169,1.361837951064758
1258.0,4371.0,19557.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,268.22708743497867,263.29128407443704,270.0716269251337,0.48685388051357015,0.412836680041415,266.25363160326236,272.78706417780904,268.6749169818881,1.627430799964019,1.3440993191777189
1259.0,23141.0,97413.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,266.99564078390426,261.9844841557885,270.4789986290945,0.4232465895878453,0.40123566683857215,266.0511758061342,270.43907963929456,266.264375820497,2.4803641187572603,2.4808864043750782
1260.0,90211.0,36757.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,270.51560332566504,265.30122411173693,272.3061919164142,0.5542472120909279,0.4849205163692869,267.4006074746798,274.40041408341597,269.46166702799627,1.7012310298249114,1.9280455792813829
1261.0,52797.0,12243.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,283.3109185293364,278.89294457941014,286.1782981842718,0.32757838696110797,0.3410821548795744,283.25208191844183,286.2213226278859,284.46692621754465,0.8394619149141409,1.832012426981048
1262.0,92800.0,80617.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,275.4966269866958,270.59152844402416,278.33994857328787,0.3714472247069102,0.3811792732387138,275.9403748685617,280.30433906706486,277.05798036120143,3.7382390496666997,5.639650342615276
1263.0,31352.0,77932.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,253.11180493231203,249.2411490558665,258.00117566774816,0.5877931209210926,0.468638571848018,251.9132678341891,259.29865952080416,254.35492732483482,2.840939299269058,2.8580681034037347
1264.0,87958.0,75159.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,269.95204966001927,265.7672169997573,270.38853900692226,0.5075938021708786,0.4684456455489643,267.28571279683496,272.4652661553562,269.5866355708696,1.4930756517669113,2.518605331364119
1265.0,63806.0,98973.0,0.15,0.015,0.0027397260273972,-1.0,-2.4444444444444446,10.0,20,8,6,60,0.2,274.0894092493248,270.5297513141576,277.2311569078977,0.4723802548823728,0.39395076620084013,275.53452305120277,279.57816373650166,276.80154863757593,1.3877192438600643,1.7011906954935077
