ID,simSEED,sampleSEED,rms,noiseSIGMA,bendfreq,lowalpha,highalpha,sharpness,period,A1,NightsperWINDOW,OBSperiod,WINDOWwidth,dataLOSSfrac,NumofWINDOW,DRW_log_Z_mean,DRWsine_log_Z_mean,CARMA21_log_Z_mean,CARMA21sine_log_Z_mean,OBPL10_log_Z_mean,OBPLsine10_log_Z_mean,DRW_bf,DRWsine_bf,OBPL10_bf,OBPLsine10_bf
1024.0,95030.0,14107.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,485.7998163411728,481.13411270688385,485.6930580743946,480.64567657222585,486.51417560555086,482.05339255097635,0,0,0,0
1025.0,95030.0,14107.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,484.18793077207374,479.1592911835055,483.37138825261655,478.12402748424574,484.8437964266692,480.52876171530835,0,0,0,0
1026.0,95030.0,14107.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,480.7796037437567,476.0246947869095,479.4766565579897,474.13157919995234,481.43426111912294,476.5292861319758,0,0,0,0
1027.0,95030.0,14107.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,476.3072038846383,471.87712301110804,475.5872473690062,471.7378542546464,477.5261218598807,472.2415699649149,0,0,0,0
1028.0,95030.0,14107.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,472.0057664576172,470.9831385432846,471.97622082740116,467.2370297220031,472.82107594239045,470.6781535013206,0,0,0,0
1029.0,95030.0,14107.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,467.12315466905176,466.8068771372564,468.0895110583282,466.2557172192377,468.10481952663446,469.52354736706235,0,0,0,0
1030.0,76550.0,17963.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,486.5036615544238,483.5545152572856,490.3023579655913,485.6954150052956,489.7271482394438,485.4097879625095,0,0,0,0
1031.0,76550.0,17963.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,485.68514997619013,481.4102926390084,489.1349546995786,484.75732801270664,488.45072227268145,484.44791052695433,0,0,0,0
1032.0,76550.0,17963.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,483.39101434720243,479.6048134964311,486.8559574627991,482.49358391845385,486.6332006520192,482.4283824939867,0,0,0,0
1033.0,76550.0,17963.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,480.0661882479447,475.2851803167016,483.9585410564816,478.98927418281164,484.0054020403253,479.1676680472695,0,0,0,0
1034.0,76550.0,17963.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,475.7772311504804,472.3859798771052,480.4580130017347,476.31385988043763,481.6235198782493,477.4556492602279,0,0,0,0
1035.0,76550.0,17963.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,471.3435460140392,467.5286656181286,477.4022557140581,473.0358496136297,478.8313968933269,476.5056328059753,0,0,0,0
1036.0,12705.0,51781.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,471.46353567153636,469.16967631357056,480.05081157955567,475.9657503425477,478.21611972259063,475.5999766051637,0,0,0,0
1037.0,12705.0,51781.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,470.8421530183964,468.41745429869604,479.2572872555368,475.52503188412425,477.75716058343886,475.20742710143816,0,0,0,0
1038.0,12705.0,51781.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,469.3591261315631,466.8525994752806,476.3730090518794,472.6567541887782,476.0587484121518,472.7603573332251,0,0,0,0
1039.0,12705.0,51781.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,466.90795231801184,464.24463008331116,473.3503992363276,469.39280252910345,473.6485236136113,470.65396963945335,0,0,0,0
1040.0,12705.0,51781.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,463.9355807464579,460.5472461076474,470.45111639022116,466.9835639167964,471.10920994723097,467.76449373795793,0,0,0,0
1041.0,12705.0,51781.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,460.6176082584245,457.5804234366354,467.33319501325195,463.4533266814737,468.1816153860781,464.7902498525035,0,0,0,0
1042.0,58026.0,42759.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,467.28575802618957,467.5995648957048,470.2365966820483,467.8013236804825,471.38473074983636,470.0123787740867,0,0,0,0
1043.0,58026.0,42759.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,465.63258899643307,464.7313708415514,468.64934076750404,465.67176167355024,469.8450406903194,468.3891716547452,0,0,0,0
1044.0,58026.0,42759.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,463.2005616256204,461.95686983089115,466.4288923040548,463.05136747681604,467.5646939873071,465.91410878148827,0,0,0,0
1045.0,58026.0,42759.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,460.07341368529075,457.9821143444394,463.46386234789384,460.51362479010913,465.1299803788696,463.03171886341835,0,0,0,0
1046.0,58026.0,42759.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,456.6952346933284,454.87151223360985,460.7983523368797,458.2183989970244,462.49062978685004,460.38916950451085,0,0,0,0
1047.0,58026.0,42759.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,453.01830536350906,456.05560306708634,458.06536353740546,456.1356263720723,460.13639277240713,458.2005106412412,0,0,0,0
1048.0,70620.0,76448.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,484.43050444699395,479.04933840569146,484.1908674877202,479.30954623696886,485.68235237884403,480.60218841971243,0,0,0,0
1049.0,70620.0,76448.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,483.1443145626188,477.8724975541764,482.65256752525096,477.18710990106644,484.58845961216707,479.6473726317234,0,0,0,0
1050.0,70620.0,76448.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,480.03528276510923,474.9503323050482,479.8990967707551,475.12310706059134,481.87100788333964,476.5960148697457,0,0,0,0
1051.0,70620.0,76448.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,476.1235028526806,470.77522773894646,476.82711937441525,471.56437223165034,478.42090028590843,473.22999691481726,0,0,0,0
1052.0,70620.0,76448.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,471.6471070457196,467.5020524151851,473.860329937692,469.4543448359075,474.2349630732888,471.8875330318873,0,0,0,0
1053.0,70620.0,76448.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,467.2346064077675,461.5866604807395,471.29979497150555,466.595082888318,469.8558654868884,468.7341433647662,0,0,0,0
1054.0,16127.0,77507.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,459.6977225626905,454.9565010457269,461.75972131871066,457.00256297644023,463.01883767947623,458.1217214353781,0,0,0,0
1055.0,16127.0,77507.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,459.7268674315013,454.91350243269113,461.12783653879586,456.82807269512705,462.89715135924587,458.15181106252527,0,0,0,0
1056.0,16127.0,77507.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,459.0451521871714,454.32310123389783,460.38901452615164,456.0326568000423,462.17958860883994,457.03259489547764,0,0,0,0
1057.0,16127.0,77507.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,457.7544024968063,452.3400310469812,459.2892705742352,454.39519289415887,460.6517723343555,455.80214662613554,0,0,0,0
1058.0,16127.0,77507.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,455.62966051196065,450.64510343328567,457.9381944986827,453.7526938901277,458.6685856416648,453.48287629180237,0,0,0,0
1059.0,16127.0,77507.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,453.1057339302557,447.8919913199432,456.37716136659293,451.8484139717114,456.6046899920014,451.84531824514625,0,0,0,0
1060.0,78678.0,11980.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,482.31763493780943,477.9775200283026,484.7365924301034,480.42328940203356,486.46992653879624,481.1866934944191,0,0,0,0
1061.0,78678.0,11980.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,481.5696943901466,476.55340789210015,483.2093308917051,478.26977930620325,485.3977199587482,479.93479717181793,0,0,0,0
1062.0,78678.0,11980.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,479.4279971331814,473.92737713324544,480.91415613341013,475.25965748983464,483.47755720630425,478.5975704355112,0,0,0,0
1063.0,78678.0,11980.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,476.04241693464536,470.7574106530838,478.0980213483894,473.21640912995787,480.6330502612863,475.5355387005261,0,0,0,0
1064.0,78678.0,11980.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,471.86717017587017,467.8543391388151,475.78925520465395,470.34836022167644,477.6996494666203,472.7549073251682,0,0,0,0
1065.0,78678.0,11980.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,467.387983556184,463.92378341258035,473.0531887831361,468.1034908644645,474.35639569384205,471.2449857681195,0,0,0,0
1066.0,34181.0,19941.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,462.8945997315721,459.1099278671161,461.9112344134695,457.54711403821955,462.3919333488375,458.6486296364681,0,0,0,0
1067.0,34181.0,19941.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,463.2254276612355,459.2746884348132,462.24012334691986,458.18208891406135,462.420797045564,458.70840760755704,0,0,0,0
1068.0,34181.0,19941.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,462.3992756319462,457.78655033516594,460.9618754664474,456.55685868623135,461.425475392629,457.7129222692271,0,0,0,0
1069.0,34181.0,19941.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,460.50748903548214,455.9157387580967,459.02949822410335,454.7010047766717,459.368460675837,455.80296607866,0,0,0,0
1070.0,34181.0,19941.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,457.6447684620626,453.37155151079673,456.1246021486005,451.8218957728288,456.62464609486176,452.9062878900623,0,0,0,0
1071.0,34181.0,19941.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,454.3294082059296,451.7776801255864,452.87259453895706,448.8741758732517,453.1773514687684,450.31540565639324,0,0,0,0
1072.0,45323.0,58194.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,467.4260930735334,463.41573469346866,472.02167271023836,468.4293198929653,472.4278813237717,468.11183716474756,0,0,0,0
1073.0,45323.0,58194.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,467.1730556670346,462.8887059405585,472.0516905432172,468.37007252785656,472.33444342737914,468.34437039906726,0,0,0,0
1074.0,45323.0,58194.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,465.2927579661982,461.83096020415593,470.56757813031106,466.0271894530768,471.2742199141482,467.4826191532938,0,0,0,0
1075.0,45323.0,58194.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,462.943579133663,458.4664125174288,468.49288325035786,464.07170955530074,469.9765189798953,466.02989907938513,0,0,0,0
1076.0,45323.0,58194.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,459.81591003079353,455.29088614845216,465.5525288994009,461.6004687508699,468.0151765591628,463.73759781873395,0,0,0,0
1077.0,45323.0,58194.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,455.9103048578542,451.45136417825563,463.38098182600334,459.1061503437005,466.0898876359588,461.51423264372886,0,0,0,0
1078.0,58009.0,40206.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,483.22600659525176,483.2712241176861,485.24896186956454,484.18894287519396,483.0833858943625,484.8584919851051,0,0,0,0
1079.0,58009.0,40206.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,482.52464495978074,482.99291725861633,484.0180553008452,482.2772786099768,482.39534677101875,482.6495671089909,0,0,0,0
1080.0,58009.0,40206.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,479.9611163225119,479.77225007942275,480.9464998042151,478.067333000472,479.78331558289443,478.75576301130883,0,0,0,0
1081.0,58009.0,40206.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,476.3135212164638,474.4540362250261,476.88899961845124,475.36648822082753,476.30390708410204,474.01846953041377,0,0,0,0
1082.0,58009.0,40206.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,472.1340182628621,470.85477601005584,472.7326766804152,473.54955231312397,472.775430543666,471.44495266020726,0,0,0,0
1083.0,58009.0,40206.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,467.52437954542773,469.2491075426256,468.97861394893397,472.20120209248296,469.214497989879,468.8579042513981,0,0,0,0
1084.0,15272.0,50323.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,477.45166878263154,475.1392342636997,478.7359599267463,475.0200395316162,476.9603135195343,474.37223135870147,0,0,0,0
1085.0,15272.0,50323.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,476.39349751988476,473.4288268485879,477.26342305724864,473.89421698837447,475.71022962459386,473.347725041351,0,0,0,0
1086.0,15272.0,50323.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,474.3769159122251,471.33289696235255,475.0343163458807,471.1156573304606,474.0553878645218,470.9371552181904,0,0,0,0
1087.0,15272.0,50323.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,471.6094035046895,468.4590099280383,472.219338958656,468.34930674952415,472.10305789812736,469.01689522101384,0,0,0,0
1088.0,15272.0,50323.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,468.1626026967901,464.71309731054976,469.2926334772029,465.38270754541605,469.8055107166616,466.30253972028856,0,0,0,0
1089.0,15272.0,50323.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,464.37809097456693,460.4494693200782,466.40578110948894,463.2502007322179,467.60346621369945,464.01595463647413,0,0,0,0
1090.0,20042.0,88679.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,495.6988186382978,491.6162462527891,498.7749062358925,495.1863625367739,499.37882977574674,496.0894419739991,0,0,0,0
1091.0,20042.0,88679.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,495.4926866007733,491.41212743801265,497.5682156694062,493.72509700670975,498.3130670749712,495.3244077483803,0,0,0,0
1092.0,20042.0,88679.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,492.56783861713984,488.6406922556225,493.6509019321887,490.27290079079876,494.58164543085275,491.3458535673909,0,0,0,0
1093.0,20042.0,88679.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,487.7711266851827,483.89472585906304,488.9641871311332,487.20398451975746,489.9529369474329,486.15485710573125,0,0,0,0
1094.0,20042.0,88679.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,482.33257837065804,477.5679233043436,484.5922413348719,484.5301895430575,485.0554539589879,484.8860257052249,0,0,0,0
1095.0,20042.0,88679.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,476.5541967764795,472.1299919090329,481.4494368018268,484.2191722899942,479.4745065291994,484.17369749286837,0,0,0,0
1096.0,24544.0,26282.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,475.4777614975531,472.33046959305295,484.4599900281116,480.38915591778033,484.1049337918466,480.3384421851474,0,0,0,0
1097.0,24544.0,26282.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,475.3623230975867,471.6307441334048,483.5354924357662,479.16402651838416,483.4267591634529,479.98587297648817,0,0,0,0
1098.0,24544.0,26282.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,474.04919078186987,470.0099301269703,481.48347184947045,476.88260449994084,482.05916327148174,478.03829371333256,0,0,0,0
1099.0,24544.0,26282.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,471.86604299219863,467.7786835345243,478.8573645561462,474.9863605558706,480.5138756188514,476.33819969491555,0,0,0,0
1100.0,24544.0,26282.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,468.8639940163311,464.6283390572714,476.0445965639862,472.311105855559,478.3310582897385,474.42200198489064,0,0,0,0
1101.0,24544.0,26282.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,465.4867730397701,463.17041518641116,473.3582330884273,469.5844958472373,476.09171950021783,472.1532991591403,0,0,0,0
1102.0,48114.0,30400.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,466.8141106927205,463.25272803015525,469.995083485553,465.47519481095156,471.2878082403943,466.7407912974776,0,0,0,0
1103.0,48114.0,30400.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.072,20,3,30,0.2,12,464.3531800163155,459.87345283946115,467.47949596825265,462.70643445335725,469.22126784106763,464.60803489658315,0,0,0,0
1104.0,48114.0,30400.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.129,20,3,30,0.2,12,460.90759329817325,456.5166696891133,464.5741229107749,459.68504111821534,466.443036599005,461.51477853939457,0,0,0,0
1105.0,48114.0,30400.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.186,20,3,30,0.2,12,457.12749497107865,452.5250483917621,461.68345940874264,457.80058176623356,463.2823198156967,458.17107063318394,0,0,0,0
1106.0,48114.0,30400.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.243,20,3,30,0.2,12,453.14601923573196,450.7665506477151,458.8770933637327,453.5319129685916,460.17303529546774,455.1099544570298,0,0,0,0
1107.0,48114.0,30400.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.3,20,3,30,0.2,12,448.9097597136867,451.7781709777147,456.4666392102716,453.9734916057761,456.6577635955836,450.9421819213522,0,0,0,0
1108.0,61226.0,40032.0,0.15,0.015,0.0013698630136986,-1.0,-3.0,10.0,0.375,0.015,20,3,30,0.2,12,463.235407971202,464.1248628383779,466.68997005907954,466.11007110241565,467.19707901540926,465.41696317957417,0,0,0,0
