ID,simSEED,sampleSEED,rms,noiseSIGMA,bendfreq,lowalpha,highalpha,sharpness,NightsperWINDOW,NumofWINDOW,dataLOSSfrac,OBSperiod,WINDOWwidth
1219.0,96067.0,60534.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,77
1220.0,94898.0,71226.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,84
1221.0,19487.0,32175.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,91
1222.0,47858.0,4460.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,98
1223.0,7637.0,95698.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,105
1224.0,79427.0,96600.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,112
1225.0,88509.0,544.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,119
1226.0,85615.0,67573.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,126
1227.0,55964.0,2875.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,133
1228.0,29260.0,80978.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,140
1229.0,68970.0,10749.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.5,147
1230.0,46399.0,59130.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,7
1231.0,39821.0,78865.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,14
1232.0,88319.0,56803.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,21
1233.0,66546.0,34636.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,28
1234.0,64048.0,91404.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,35
1235.0,67232.0,45841.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,42
1236.0,37078.0,78421.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,49
1237.0,37136.0,50556.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,56
1238.0,47345.0,26859.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,63
1239.0,64659.0,89760.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,70
1240.0,44824.0,6951.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,77
1241.0,77237.0,64048.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,84
1242.0,82119.0,39513.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,91
1243.0,86627.0,58672.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,98
1244.0,59972.0,69374.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,105
1245.0,39733.0,2756.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,112
1246.0,17886.0,96556.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,119
1247.0,22502.0,29093.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,126
1248.0,87594.0,19509.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,133
1249.0,29584.0,79265.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,140
1250.0,37074.0,76643.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,147
1251.0,78452.0,65671.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,5.75,154
1252.0,92830.0,10967.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,7
1253.0,60702.0,57271.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,14
1254.0,2983.0,21083.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,21
1255.0,59997.0,59549.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,28
1256.0,53433.0,41186.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,35
1257.0,23720.0,37489.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,42
1258.0,27794.0,26619.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,49
1259.0,12804.0,42002.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,56
1260.0,76728.0,53248.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,63
1261.0,18521.0,13471.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,70
1262.0,29739.0,32697.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,77
1263.0,46855.0,87022.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,84
1264.0,36696.0,47514.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,91
1265.0,8155.0,70742.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,98
1266.0,29136.0,41577.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,105
1267.0,54182.0,29342.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,112
1268.0,11110.0,6413.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,119
1269.0,38830.0,92840.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,126
1270.0,31031.0,82786.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,133
1271.0,17536.0,55474.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,140
1272.0,3665.0,40795.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,147
1273.0,7730.0,38433.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,154
1274.0,38304.0,76415.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.0,161
1275.0,28362.0,43484.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,7
1276.0,90578.0,91334.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,14
1277.0,20938.0,99989.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,21
1278.0,91438.0,98721.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,28
1279.0,25926.0,63530.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,35
1280.0,97294.0,72073.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,42
1281.0,39528.0,74848.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,49
1282.0,11267.0,85310.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,56
1283.0,5371.0,89389.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,63
1284.0,84627.0,91283.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,70
1285.0,64061.0,47401.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,77
1286.0,18716.0,65308.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,84
1287.0,12526.0,60729.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,91
1288.0,26057.0,6781.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,98
1289.0,12912.0,47333.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,105
1290.0,31430.0,1184.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,112
1291.0,57031.0,96864.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,119
1292.0,58503.0,94192.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,126
1293.0,89107.0,86180.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,133
1294.0,85933.0,82585.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,140
1295.0,11986.0,73414.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,147
1296.0,40159.0,20446.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,154
1297.0,62310.0,37186.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,161
1298.0,71376.0,11997.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.25,168
1299.0,94512.0,98122.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,7
1300.0,46458.0,60604.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,14
1301.0,33640.0,96363.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,21
1302.0,12709.0,57312.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,28
1303.0,1312.0,53054.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,35
1304.0,6712.0,5119.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,42
1305.0,54807.0,50264.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,49
1306.0,21704.0,97642.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,56
1307.0,8099.0,19637.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,63
1308.0,94734.0,28064.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,70
1309.0,29819.0,82098.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,77
1310.0,49678.0,23150.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,84
1311.0,83558.0,57052.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,91
1312.0,56909.0,55184.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,98
1313.0,69139.0,75570.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,105
1314.0,52492.0,41682.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,112
1315.0,43564.0,44129.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,119
1316.0,13888.0,15993.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,126
1317.0,56293.0,10247.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,133
1318.0,78686.0,85492.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,140
1319.0,55510.0,43674.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,147
1320.0,64818.0,78888.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,154
1321.0,29603.0,74262.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,161
1322.0,41535.0,78118.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,168
1323.0,87841.0,40875.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.5,175
1324.0,20415.0,99007.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,7
1325.0,53487.0,82455.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,14
1326.0,49835.0,24655.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,21
1327.0,22330.0,42770.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,28
1328.0,95174.0,17576.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,35
1329.0,40252.0,5825.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,42
1330.0,2144.0,52104.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,49
1331.0,63215.0,70525.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,56
1332.0,78858.0,66240.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,63
1333.0,225.0,83819.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,70
1334.0,52059.0,92211.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,77
1335.0,85524.0,96073.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,84
1336.0,13945.0,1586.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,91
1337.0,41935.0,29750.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,98
1338.0,6518.0,82637.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,105
1339.0,53007.0,70911.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,112
1340.0,7201.0,88395.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,119
1341.0,74524.0,5958.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,126
1342.0,81502.0,33507.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,133
1343.0,44913.0,51339.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,140
1344.0,85878.0,24618.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,147
1345.0,91205.0,6060.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,154
1346.0,15226.0,71365.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,161
1347.0,43555.0,32313.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,168
1348.0,46058.0,759.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,175
1349.0,9960.0,80810.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,6.75,182
1350.0,48460.0,51279.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,7
1351.0,83872.0,22501.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,14
1352.0,6397.0,90955.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,21
1353.0,92333.0,26006.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,28
1354.0,4104.0,72847.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,35
1355.0,2237.0,9423.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,42
1356.0,54672.0,62767.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,49
1357.0,4892.0,72580.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,56
1358.0,25724.0,12373.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,63
1359.0,91909.0,4111.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,70
1360.0,70359.0,51512.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,77
1361.0,36486.0,46744.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,84
1362.0,46855.0,51673.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,91
1363.0,31580.0,25150.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,98
1364.0,76718.0,74203.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,105
1365.0,21783.0,30375.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,112
1366.0,8945.0,24500.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,119
1367.0,51544.0,97248.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,126
1368.0,38716.0,99484.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,133
1369.0,47723.0,47461.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,140
1370.0,14779.0,53069.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,147
1371.0,96455.0,18992.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,154
1372.0,70669.0,30408.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,161
1373.0,10406.0,77488.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,168
1374.0,46217.0,54065.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,175
1375.0,1533.0,468.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,182
1376.0,35951.0,31960.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.0,189
1377.0,78150.0,57295.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,7
1378.0,12094.0,24804.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,14
1379.0,9190.0,48191.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,21
1380.0,81403.0,34979.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,28
1381.0,15543.0,90827.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,35
1382.0,22640.0,18649.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,42
1383.0,20339.0,61276.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,49
1384.0,46704.0,9384.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,56
1385.0,88362.0,16683.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,63
1386.0,98114.0,27584.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,70
1387.0,31100.0,51537.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,77
1388.0,25005.0,18170.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,84
1389.0,22672.0,43464.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,91
1390.0,85546.0,24663.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,98
1391.0,83780.0,31325.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,105
1392.0,19123.0,10650.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,112
1393.0,90933.0,47034.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,119
1394.0,58923.0,38581.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,126
1395.0,46733.0,58322.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,133
1396.0,88657.0,27120.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,140
1397.0,20038.0,39208.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,147
1398.0,37544.0,25482.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,154
1399.0,90340.0,66706.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,161
1400.0,42070.0,44627.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,168
1401.0,93671.0,60236.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,175
1402.0,3945.0,96059.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,182
1403.0,49607.0,46206.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,189
1404.0,84226.0,36440.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.25,196
1405.0,25551.0,44387.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,7
1406.0,40932.0,52857.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,14
1407.0,84689.0,56810.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,21
1408.0,94462.0,36206.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,28
1409.0,67632.0,62795.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,35
1410.0,72628.0,82603.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,42
1411.0,23501.0,11376.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,49
1412.0,15550.0,16228.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,56
1413.0,83386.0,3242.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,63
1414.0,84236.0,57222.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,70
1415.0,2904.0,51817.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,77
1416.0,5646.0,49765.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,84
1417.0,79849.0,13437.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,91
1418.0,39222.0,37551.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,98
1419.0,61276.0,87520.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,105
1420.0,7113.0,22684.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,112
1421.0,96734.0,14096.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,119
1422.0,21573.0,74414.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,126
1423.0,45926.0,36603.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,133
1424.0,28152.0,81633.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,140
1425.0,53423.0,93721.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,147
1426.0,54044.0,90944.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,154
1427.0,74412.0,53152.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,161
1428.0,18124.0,82581.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,168
1429.0,64886.0,85982.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,175
1430.0,37850.0,12344.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,182
1431.0,5604.0,67712.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,189
1432.0,71807.0,89595.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,196
1433.0,38170.0,83871.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.5,203
1434.0,88909.0,83839.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,7
1435.0,85039.0,66132.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,14
1436.0,5702.0,16985.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,21
1437.0,70379.0,30376.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,28
1438.0,67182.0,24790.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,35
1439.0,43184.0,81674.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,42
1440.0,68486.0,89550.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,49
1441.0,54763.0,47596.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,56
1442.0,85873.0,41662.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,63
1443.0,36568.0,1418.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,70
1444.0,93060.0,58363.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,77
1445.0,59633.0,48160.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,84
1446.0,54821.0,4002.0,0.15,0.015,0.0027397260273972603,-1.0,-2.5,10.0,20,8,0.2,7.75,91
